symbol,censor_rate,alpha_gap,floor_binds
CEPB,0.07389162561576355,0.015672115144587356,0.0
CHAS,0.11538461538461539,0.14136537629356183,0.0
CHCC,0.07936507936507936,0.027714567520435607,0.0
CLOV,0.21595092024539878,0.22935626620729432,0.0
CNERGY,0.02192448233861145,0.010754911008068746,0.7710109622411693
COLG,0.0843585237258348,0.0613201509892643,0.0
CPPL,0.06845965770171149,0.047411990549724586,0.0
CRTM,0.12944162436548223,0.08028296491814538,0.0
CSAP,0.08180708180708181,0.06696891363699914,0.0
CSIL,0.0,4.353726748562714e-08,1.0
CTM,0.0012406947890818859,0.0030055914457908783,1.0
CYAN,0.1016949152542373,0.026026155167611975,0.0625
DCL,0.10596833130328867,0.07897536160410909,0.6479902557856273
DCR,0.0,9.825150470987865e-09,1.0
DEL,0.008849557522123894,-0.0008329372680780933,1.0
DFML,0.17174177831912302,0.20525419824690858,0.364190012180268
DFSM,0.011015911872705019,0.025715783982679763,1.0
DGKC,0.07064555420219244,0.00844310209249112,0.0
DLL,0.029644268774703556,0.02465085321369917,0.0
DNCC,0.13448275862068965,0.03515011564417636,1.0
DOL,0.12423873325213154,0.03289468893902166,0.5931790499390986
DSIL,0.003658536585365854,0.01373780093728913,1.0
DSL,0.02926829268292683,0.02226284585578997,1.0
DWSM,0.016927083333333332,0.005582483522174664,1.0
DYNO,0.14018691588785046,0.11470328628882856,0.0
ECOP,0.1,0.09025121505310729,0.3929471032745592
EFERT,0.004889975550122249,7.173518073641527e-05,0.0
EFUG,0.03829787234042553,0.003579750959602279,0.0
EFUL,0.0695364238410596,-0.0019799396660128976,0.0
EMCO,0.3321554770318021,0.15949884910565998,0.3215547703180212
ENGRO,0.004878048780487805,0.0029263018123386886,0.0
ENGROH,0.02937576499388005,0.002134858958238839,0.0
EPCL,0.08536585365853659,0.026699896452026306,0.09866017052375152
EPQL,0.0049382716049382715,0.0015639751286185694,0.015931372549019607
ESBL,0.21882640586797067,0.35401659825215315,0.7472527472527473
EXIDE,0.1084967320261438,0.08430735132605116,0.0
FABL,0.03803680981595092,0.037698680911489035,0.21052631578947367
FASM,0.15164835164835164,0.012491102244686525,0.0
FATIMA,0.014705882352941176,0.003372464953580817,0.0
FCCL,0.05115712545676005,0.04014253643721072,0.25091352009744217
FCEPL,0.05975609756097561,0.014069575719493854,0.0
FCIBL,0.055710306406685235,0.005584949941068423,1.0
FCSC,0.0012315270935960591,0.0019761376083222426,1.0
FDPL,0.0097442143727162,0.01571621304130838,1.0
FECTC,0.06836461126005362,0.017421226710152588,0.10160427807486631
